,Coin1,Coin2,24h_Score,24h_P-Value,24h_OLS-Constant,24h_OLS-Coefficient,24h_R-squared,24h_Adjusted-R-squared,,,,,,,,,,,,,,,,
3455,ICP,USDD,-1.56,0.74,191.05,-182.88,0.04,0.04,,,,,,,,,,,,,,,,
1865,CORE,XLM,-1.27,0.84,2.28,-11.28,0.04,0.04,,,,,,,,,,,,,,,,
400,APT,BRETT,-1.48,0.77,8.21,12.80,0.04,0.04,,,,,,,,,,,,,,,,
4476,ORDI,USDT,-1.27,0.84,-9658.48,9697.17,0.04,0.04,,,,,,,,,,,,,,,,
1845,CORE,SAND,-1.41,0.79,0.42,1.18,0.04,0.04,,,,,,,,,,,,,,,,
2257,EGLD,FLOKI,-1.06,0.89,40.48,32682.81,0.04,0.04,,,,,,,,,,,,,,,,
4845,TIA,TON,-1.18,0.86,6.31,0.64,0.04,0.04,,,,,,,,,,,,,,,,
3369,HNT,MOG,-1.09,0.88,4.03,1170417.36,0.04,0.04,,,,,,,,,,,,,,,,
4710,SEI,USDT,-1.67,0.69,-100.84,101.27,0.04,0.04,,,,,,,,,,,,,,,,
117,ADA,CORE,-1.86,0.60,0.40,0.04,0.04,0.04,,,,,,,,,,,,,,,,
3622,JASMY,XRP,-0.85,0.93,0.03,-0.03,0.04,0.04,,,,,,,,,,,,,,,,
3406,HNT,XLM,-1.75,0.65,-0.45,41.22,0.04,0.04,,,,,,,,,,,,,,,,
1956,DAI,FDUSD,-3.56,0.03,0.96,0.04,0.04,0.04,,,,,,,,,,,,,,,,
2384,ENA,USDD,-1.45,0.78,14.90,-14.73,0.04,0.04,,,,,,,,,,,,,,,,
4917,USDT,XEC,-5.17,0.00,1.00,8.33,0.04,0.04,,,,,,,,,,,,,,,,
696,ATOM,FDUSD,-1.58,0.73,-239.22,248.25,0.04,0.04,,,,,,,,,,,,,,,,
860,AXS,BRETT,-1.42,0.79,6.81,8.50,0.04,0.04,,,,,,,,,,,,,,,,
4916,USDT,WLD,-5.28,0.00,1.00,0.00,0.04,0.04,,,,,,,,,,,,,,,,
2362,ENA,ORDI,-1.36,0.81,0.12,0.00,0.04,0.04,,,,,,,,,,,,,,,,
4884,UNI,USDC,-1.68,0.69,4200.45,-4192.95,0.04,0.04,,,,,,,,,,,,,,,,
3764,KCS,USDD,-1.49,0.76,118.69,-110.57,0.04,0.04,,,,,,,,,,,,,,,,
1815,CORE,INJ,-1.29,0.83,0.69,0.01,0.04,0.04,,,,,,,,,,,,,,,,
3990,MANA,TON,-1.61,0.72,0.40,0.01,0.04,0.04,,,,,,,,,,,,,,,,
1859,CORE,USDD,-1.80,0.63,25.59,-24.76,0.04,0.03,,,,,,,,,,,,,,,,
3248,GT,LDO,-1.00,0.90,4.24,0.58,0.04,0.03,,,,,,,,,,,,,,,,
4850,TIA,USDT,-1.26,0.84,-2240.98,2249.49,0.04,0.03,,,,,,,,,,,,,,,,
4925,VET,XLM,-1.62,0.71,0.01,0.16,0.04,0.03,,,,,,,,,,,,,,,,
4168,MOG,XRP,-0.62,0.95,0.00,0.00,0.04,0.03,,,,,,,,,,,,,,,,
4159,MOG,USDC,0.10,0.99,0.00,0.00,0.04,0.03,,,,,,,,,,,,,,,,
2254,EGLD,FDUSD,-1.26,0.84,-1897.54,1940.99,0.04,0.03,,,,,,,,,,,,,,,,
1113,BEAM,USDT,-1.31,0.83,-4.30,4.32,0.04,0.03,,,,,,,,,,,,,,,,
4891,UNI,XLM,-1.23,0.85,2.26,42.51,0.04,0.03,,,,,,,,,,,,,,,,
4670,RUNE,XLM,-1.88,0.59,0.59,34.03,0.04,0.03,,,,,,,,,,,,,,,,
3237,GRT,XRP,-1.38,0.80,0.02,0.32,0.04,0.03,,,,,,,,,,,,,,,,
4664,RUNE,USDD,-2.23,0.41,82.81,-78.56,0.04,0.03,,,,,,,,,,,,,,,,
4300,NOT,STRK,-1.97,0.54,0.00,0.00,0.04,0.03,,,,,,,,,,,,,,,,
2013,DAI,USDC,-3.27,0.06,0.57,0.43,0.04,0.03,,,,,,,,,,,,,,,,
2721,FDUSD,SUI,-7.30,0.00,1.00,0.00,0.04,0.03,,,,,,,,,,,,,,,,
4828,TAO,XRP,-1.69,0.68,-57.22,649.06,0.04,0.03,,,,,,,,,,,,,,,,
1706,BTT,XLM,-1.56,0.74,0.00,0.00,0.04,0.03,,,,,,,,,,,,,,,,
2015,DAI,USDT,-3.26,0.06,0.90,0.10,0.03,0.03,,,,,,,,,,,,,,,,
2711,FDUSD,QNT,-7.32,0.00,1.00,0.00,0.03,0.03,,,,,,,,,,,,,,,,
1943,CRO,XLM,-1.33,0.82,0.04,0.49,0.03,0.03,,,,,,,,,,,,,,,,
851,AVAX,XLM,-1.55,0.74,3.17,216.00,0.03,0.03,,,,,,,,,,,,,,,,
872,AXS,ENA,-1.67,0.69,6.82,0.91,0.03,0.03,,,,,,,,,,,,,,,,
2706,FDUSD,OP,-7.18,0.00,1.00,0.00,0.03,0.03,,,,,,,,,,,,,,,,
194,ADA,XMR,-1.49,0.77,0.68,0.00,0.03,0.03,,,,,,,,,,,,,,,,
3737,KCS,NOT,-1.95,0.56,8.42,106.16,0.03,0.03,,,,,,,,,,,,,,,,
4694,SAND,XMR,-1.72,0.67,0.64,0.00,0.03,0.03,,,,,,,,,,,,,,,,
26,AAVE,ENA,-2.03,0.52,87.66,9.41,0.03,0.03,,,,,,,,,,,,,,,,
3575,JASMY,LDO,-0.17,0.98,0.00,0.00,0.03,0.03,,,,,,,,,,,,,,,,
4857,TIA,XRP,-1.75,0.65,-2.81,20.23,0.03,0.03,,,,,,,,,,,,,,,,
4413,ONDO,USDT,-0.64,0.95,146.44,-146.07,0.03,0.03,,,,,,,,,,,,,,,,
412,APT,ENA,-1.66,0.70,8.24,1.27,0.03,0.03,,,,,,,,,,,,,,,,
2602,ETC,XRP,-1.55,0.74,12.56,18.93,0.03,0.03,,,,,,,,,,,,,,,,
2738,FDUSD,XTZ,-7.16,0.00,1.00,0.00,0.03,0.03,,,,,,,,,,,,,,,,
2315,EGLD,WIF,-1.03,0.90,41.42,1.91,0.03,0.03,,,,,,,,,,,,,,,,
4671,RUNE,XMR,-2.25,0.40,8.11,-0.02,0.03,0.03,,,,,,,,,,,,,,,,
4120,MNT,USDD,-1.42,0.79,9.98,-9.33,0.03,0.03,,,,,,,,,,,,,,,,
3317,HBAR,NOT,-2.21,0.42,0.08,0.83,0.03,0.03,,,,,,,,,,,,,,,,
2274,EGLD,LEO,-1.16,0.87,30.95,2.71,0.03,0.03,,,,,,,,,,,,,,,,
4843,THETA,XRP,-1.29,0.83,0.10,2.35,0.03,0.03,,,,,,,,,,,,,,,,
4906,USDD,VET,-3.70,0.02,1.00,-0.09,0.03,0.03,,,,,,,,,,,,,,,,
3878,LINK,NOT,-1.67,0.69,13.40,149.44,0.03,0.03,,,,,,,,,,,,,,,,
1120,BEAM,XRP,-1.66,0.69,0.00,0.04,0.03,0.03,,,,,,,,,,,,,,,,
2885,FLOKI,LDO,-1.34,0.82,0.00,0.00,0.03,0.03,,,,,,,,,,,,,,,,
1474,BSV,ENA,-1.70,0.68,57.50,9.77,0.03,0.03,,,,,,,,,,,,,,,,
3580,JASMY,MATIC,-0.02,0.99,0.00,0.01,0.03,0.03,,,,,,,,,,,,,,,,
2695,FDUSD,MATIC,-7.22,0.00,1.00,0.00,0.03,0.03,,,,,,,,,,,,,,,,
1701,BTT,USDT,-1.55,0.74,0.00,0.00,0.03,0.03,,,,,,,,,,,,,,,,
4562,PYTH,USDD,-1.68,0.68,9.86,-9.56,0.03,0.03,,,,,,,,,,,,,,,,
4788,STX,USDT,-1.22,0.85,-292.34,293.90,0.03,0.03,,,,,,,,,,,,,,,,
658,ARB,TON,-1.31,0.83,1.39,-0.04,0.03,0.03,,,,,,,,,,,,,,,,
1794,CORE,DYDX,-1.23,0.85,0.77,0.09,0.03,0.03,,,,,,,,,,,,,,,,
2690,FDUSD,LDO,-7.29,0.00,1.00,0.00,0.03,0.03,,,,,,,,,,,,,,,,
2707,FDUSD,ORDI,-7.19,0.00,1.00,0.00,0.03,0.03,,,,,,,,,,,,,,,,
1854,CORE,TIA,-1.48,0.77,0.79,0.02,0.03,0.03,,,,,,,,,,,,,,,,
4568,PYTH,XLM,-1.63,0.71,-0.14,4.08,0.03,0.03,,,,,,,,,,,,,,,,
4873,TRX,USDC,-1.63,0.71,23.97,-23.86,0.03,0.03,,,,,,,,,,,,,,,,
4001,MANA,XMR,-1.86,0.60,0.61,0.00,0.03,0.03,,,,,,,,,,,,,,,,
1006,BCH,QNT,-1.22,0.85,167.33,1.48,0.03,0.03,,,,,,,,,,,,,,,,
1410,BRETT,INJ,-0.27,0.98,0.01,0.00,0.03,0.03,,,,,,,,,,,,,,,,
4324,OKB,PENDLE,-1.70,0.68,49.38,0.55,0.03,0.03,,,,,,,,,,,,,,,,
3515,IMX,XLM,-1.44,0.78,0.28,12.49,0.03,0.03,,,,,,,,,,,,,,,,
2291,EGLD,PENDLE,-1.18,0.86,40.32,1.19,0.03,0.03,,,,,,,,,,,,,,,,
3400,HNT,USDD,-1.43,0.79,85.64,-81.59,0.03,0.03,,,,,,,,,,,,,,,,
4016,MATIC,PENDLE,-1.19,0.86,0.72,0.01,0.03,0.03,,,,,,,,,,,,,,,,
620,ARB,JUP,-1.15,0.87,1.21,0.13,0.03,0.03,,,,,,,,,,,,,,,,
4863,TON,USDT,-1.01,0.90,612.27,-608.82,0.03,0.03,,,,,,,,,,,,,,,,
4841,THETA,XLM,-1.23,0.85,0.16,10.60,0.03,0.02,,,,,,,,,,,,,,,,
1085,BEAM,NOT,-1.30,0.83,0.02,0.40,0.03,0.02,,,,,,,,,,,,,,,,
3568,INJ,XLM,-1.66,0.69,4.34,163.92,0.03,0.02,,,,,,,,,,,,,,,,
4167,MOG,XMR,0.32,0.99,0.00,0.00,0.03,0.02,,,,,,,,,,,,,,,,
4541,PEPE,XMR,-0.97,0.91,0.00,0.00,0.03,0.02,,,,,,,,,,,,,,,,
3774,LDO,LEO,-1.95,0.55,1.81,0.11,0.03,0.02,,,,,,,,,,,,,,,,
1293,BNB,XRP,-1.00,0.90,631.51,-458.01,0.03,0.02,,,,,,,,,,,,,,,,
3865,LEO,XLM,-1.01,0.90,6.12,-12.61,0.03,0.02,,,,,,,,,,,,,,,,
2661,ETH,USDC,-1.11,0.88,983450.86,-980844.39,0.03,0.02,,,,,,,,,,,,,,,,
2715,FDUSD,SAND,-7.12,0.00,1.00,0.00,0.03,0.02,,,,,,,,,,,,,,,,
2682,FDUSD,HNT,-7.38,0.00,1.00,0.00,0.03,0.02,,,,,,,,,,,,,,,,
4768,STRK,USDC,-1.80,0.63,1021.30,-1020.66,0.03,0.02,,,,,,,,,,,,,,,,
4394,ONDO,QNT,-0.18,0.98,0.88,0.00,0.03,0.02,,,,,,,,,,,,,,,,
4482,ORDI,XMR,-1.61,0.72,77.07,-0.26,0.03,0.02,,,,,,,,,,,,,,,,
2181,DYDX,FDUSD,-1.66,0.69,-142.99,144.89,0.03,0.02,,,,,,,,,,,,,,,,
129,ADA,FDUSD,-1.86,0.60,-15.73,16.18,0.03,0.02,,,,,,,,,,,,,,,,
2684,FDUSD,IMX,-7.10,0.00,1.00,0.00,0.03,0.02,,,,,,,,,,,,,,,,
3613,JASMY,USDC,-0.85,0.93,12.53,-12.52,0.03,0.02,,,,,,,,,,,,,,,,
3569,INJ,XMR,-1.51,0.76,40.96,-0.12,0.02,0.02,,,,,,,,,,,,,,,,
2165,DOT,USDD,-1.71,0.67,59.81,-53.61,0.02,0.02,,,,,,,,,,,,,,,,
2006,DAI,SUI,-3.57,0.03,1.00,0.00,0.02,0.02,,,,,,,,,,,,,,,,
3022,FLR,NOT,-1.28,0.84,0.02,0.31,0.02,0.02,,,,,,,,,,,,,,,,
4563,PYTH,USDT,-1.60,0.72,-80.94,81.28,0.02,0.02,,,,,,,,,,,,,,,,
3352,HBAR,XRP,-2.08,0.48,0.04,0.07,0.02,0.02,,,,,,,,,,,,,,,,
4775,STRK,XLM,-1.60,0.72,-0.61,10.20,0.02,0.02,,,,,,,,,,,,,,,,
3781,LDO,MOG,-1.83,0.61,2.22,212083.52,0.02,0.02,,,,,,,,,,,,,,,,
679,ATOM,BRETT,-1.59,0.73,9.20,-6.26,0.02,0.02,,,,,,,,,,,,,,,,
3771,KCS,XMR,-2.19,0.43,12.78,-0.03,0.02,0.02,,,,,,,,,,,,,,,,
3380,HNT,PEPE,-1.26,0.84,4.06,88793.83,0.02,0.02,,,,,,,,,,,,,,,,
4320,OKB,OM,-1.64,0.70,49.92,3.17,0.02,0.02,,,,,,,,,,,,,,,,
2461,ENS,XLM,-1.33,0.82,24.79,-84.82,0.02,0.02,,,,,,,,,,,,,,,,
4683,SAND,TON,-1.86,0.60,0.42,0.01,0.02,0.02,,,,,,,,,,,,,,,,
4516,PEPE,QNT,-1.26,0.84,0.00,0.00,0.02,0.02,,,,,,,,,,,,,,,,
485,AR,ARB,-1.06,0.89,10.84,5.27,0.02,0.02,,,,,,,,,,,,,,,,
2437,ENS,QNT,-0.62,0.95,7.33,0.07,0.02,0.02,,,,,,,,,,,,,,,,
4296,NOT,SAND,-1.78,0.64,0.00,-0.01,0.02,0.02,,,,,,,,,,,,,,,,
2694,FDUSD,MANA,-7.12,0.00,1.00,0.00,0.02,0.02,,,,,,,,,,,,,,,,
3621,JASMY,XMR,-0.98,0.91,0.03,0.00,0.02,0.02,,,,,,,,,,,,,,,,
89,AAVE,USDD,-2.13,0.46,670.42,-583.26,0.02,0.02,,,,,,,,,,,,,,,,
2702,FDUSD,NOT,-7.24,0.00,1.00,-0.04,0.02,0.02,,,,,,,,,,,,,,,,
2685,FDUSD,INJ,-7.22,0.00,1.00,0.00,0.02,0.02,,,,,,,,,,,,,,,,
1781,CFX,USDT,-2.07,0.49,-21.73,21.94,0.02,0.02,,,,,,,,,,,,,,,,
1981,DAI,MKR,-3.53,0.03,1.00,0.00,0.02,0.02,,,,,,,,,,,,,,,,
2005,DAI,STX,-3.47,0.04,1.00,0.00,0.02,0.02,,,,,,,,,,,,,,,,
846,AVAX,USDT,-1.51,0.76,-3780.84,3809.53,0.02,0.02,,,,,,,,,,,,,,,,
4301,NOT,STX,-2.04,0.51,0.00,0.00,0.02,0.02,,,,,,,,,,,,,,,,
2692,FDUSD,LINK,-7.15,0.00,1.00,0.00,0.02,0.02,,,,,,,,,,,,,,,,
3235,GRT,XLM,-1.51,0.76,0.06,1.18,0.02,0.02,,,,,,,,,,,,,,,,
584,ARB,BGB,-0.99,0.91,1.12,0.20,0.02,0.02,,,,,,,,,,,,,,,,
4273,NEXO,USDC,-1.12,0.88,372.23,-371.25,0.02,0.02,,,,,,,,,,,,,,,,
2716,FDUSD,SEI,-7.17,0.00,1.00,0.00,0.02,0.02,,,,,,,,,,,,,,,,
1112,BEAM,USDD,-1.41,0.79,0.37,-0.35,0.02,0.02,,,,,,,,,,,,,,,,
2393,ENA,XTZ,-1.53,0.75,-0.02,0.28,0.02,0.02,,,,,,,,,,,,,,,,
2385,ENA,USDT,-1.89,0.58,103.81,-103.58,0.02,0.02,,,,,,,,,,,,,,,,
3904,LINK,USDC,-1.85,0.61,5110.07,-5096.13,0.02,0.02,,,,,,,,,,,,,,,,
3815,LDO,WIF,-1.93,0.57,2.23,0.06,0.02,0.02,,,,,,,,,,,,,,,,
3949,LTC,USDC,-2.18,0.43,11474.91,-11399.15,0.02,0.02,,,,,,,,,,,,,,,,
1860,CORE,USDT,-1.67,0.69,176.25,-175.30,0.02,0.02,,,,,,,,,,,,,,,,
4899,USDC,WLD,-5.84,0.00,1.00,0.00,0.02,0.02,,,,,,,,,,,,,,,,
1836,CORE,OP,-1.49,0.76,0.70,0.10,0.02,0.02,,,,,,,,,,,,,,,,
4006,MATIC,MOG,-0.88,0.92,0.73,56827.95,0.02,0.02,,,,,,,,,,,,,,,,
4481,ORDI,XLM,-1.72,0.67,2.01,310.54,0.02,0.02,,,,,,,,,,,,,,,,
3923,LTC,NOT,-2.27,0.39,74.67,277.03,0.02,0.02,,,,,,,,,,,,,,,,
711,ATOM,JASMY,-1.38,0.80,8.73,25.63,0.02,0.02,,,,,,,,,,,,,,,,
3715,KAS,USDD,-1.07,0.89,1.29,-1.19,0.02,0.02,,,,,,,,,,,,,,,,
1936,CRO,USDC,-1.63,0.71,36.14,-36.05,0.02,0.02,,,,,,,,,,,,,,,,
3912,LINK,XMR,-1.68,0.69,19.38,-0.04,0.02,0.02,,,,,,,,,,,,,,,,
585,ARB,BNB,-0.96,0.91,1.13,0.00,0.02,0.02,,,,,,,,,,,,,,,,
2600,ETC,XLM,-1.52,0.75,14.80,70.72,0.02,0.02,,,,,,,,,,,,,,,,
4805,SUI,USDT,-1.28,0.83,-116.09,117.04,0.02,0.02,,,,,,,,,,,,,,,,
4310,NOT,USDD,-1.30,0.83,-0.14,0.14,0.02,0.02,,,,,,,,,,,,,,,,
3721,KAS,XLM,-1.16,0.87,0.17,-0.51,0.02,0.02,,,,,,,,,,,,,,,,
3288,GT,USDT,-1.01,0.90,459.06,-453.50,0.02,0.02,,,,,,,,,,,,,,,,
4533,PEPE,USDC,-0.71,0.95,0.00,0.00,0.02,0.02,,,,,,,,,,,,,,,,
2001,DAI,SEI,-3.45,0.04,1.00,0.00,0.02,0.02,,,,,,,,,,,,,,,,
733,ATOM,PENDLE,-1.47,0.77,8.71,0.12,0.02,0.02,,,,,,,,,,,,,,,,
3345,HBAR,USDT,-2.22,0.41,-6.11,6.19,0.02,0.02,,,,,,,,,,,,,,,,
1618,BTC,USDC,-1.08,0.89,17598547.34,-17550389.57,0.02,0.02,,,,,,,,,,,,,,,,
4819,TAO,USDC,-1.35,0.81,221761.97,-221444.77,0.02,0.02,,,,,,,,,,,,,,,,
1712,CFX,DAI,-1.58,0.73,-39.07,39.27,0.02,0.02,,,,,,,,,,,,,,,,
407,APT,DAI,-1.55,0.74,-1320.26,1328.86,0.02,0.02,,,,,,,,,,,,,,,,
4750,SOL,USDD,-1.43,0.79,1591.24,-1503.90,0.02,0.02,,,,,,,,,,,,,,,,
4687,SAND,USDD,-1.97,0.55,3.48,-3.05,0.02,0.02,,,,,,,,,,,,,,,,
4440,OP,TON,-1.31,0.83,2.19,0.06,0.02,0.02,,,,,,,,,,,,,,,,
3673,JUP,XRP,-1.08,0.89,1.12,-1.23,0.02,0.02,,,,,,,,,,,,,,,,
2340,ENA,INJ,-1.53,0.75,0.12,0.00,0.02,0.02,,,,,,,,,,,,,,,,
2467,EOS,FDUSD,-1.84,0.61,-14.24,14.99,0.02,0.02,,,,,,,,,,,,,,,,
877,AXS,FDUSD,-1.90,0.58,-178.87,185.89,0.02,0.02,,,,,,,,,,,,,,,,
3788,LDO,ONDO,-1.91,0.58,2.23,0.18,0.02,0.02,,,,,,,,,,,,,,,,
754,ATOM,USDD,-1.55,0.74,55.18,-46.36,0.02,0.02,,,,,,,,,,,,,,,,
4380,OM,USDT,-1.06,0.89,79.26,-78.97,0.02,0.02,,,,,,,,,,,,,,,,
1420,BRETT,MATIC,-0.16,0.98,0.05,-0.04,0.02,0.02,,,,,,,,,,,,,,,,
1390,BRETT,EGLD,0.00,0.99,0.04,0.00,0.02,0.02,,,,,,,,,,,,,,,,
3048,FLR,USDC,-1.25,0.84,11.06,-11.04,0.02,0.02,,,,,,,,,,,,,,,,
3770,KCS,XLM,-1.38,0.81,4.74,32.83,0.02,0.02,,,,,,,,,,,,,,,,
1469,BSV,DAI,-1.98,0.54,-10149.55,10209.78,0.02,0.02,,,,,,,,,,,,,,,,
2683,FDUSD,ICP,-7.12,0.00,1.00,0.00,0.02,0.02,,,,,,,,,,,,,,,,
3456,ICP,USDT,-1.49,0.76,-1115.78,1124.77,0.02,0.01,,,,,,,,,,,,,,,,
4810,SUI,XLM,-1.35,0.81,0.36,5.01,0.02,0.01,,,,,,,,,,,,,,,,
582,ARB,BCH,-0.99,0.90,1.13,0.00,0.02,0.01,,,,,,,,,,,,,,,,
3588,JASMY,OKB,-0.81,0.93,0.00,0.00,0.02,0.01,,,,,,,,,,,,,,,,
322,ALGO,FDUSD,-1.58,0.73,-4.88,5.05,0.02,0.01,,,,,,,,,,,,,,,,
3671,JUP,XLM,-1.09,0.88,1.10,-5.64,0.02,0.01,,,,,,,,,,,,,,,,
691,ATOM,ENA,-1.60,0.72,9.18,-0.60,0.02,0.01,,,,,,,,,,,,,,,,
2350,ENA,MATIC,-1.52,0.75,0.46,-0.30,0.02,0.01,,,,,,,,,,,,,,,,
3228,GRT,USDC,-1.40,0.80,101.35,-101.14,0.02,0.01,,,,,,,,,,,,,,,,
4199,NEAR,USDD,-1.28,0.84,63.54,-60.09,0.02,0.01,,,,,,,,,,,,,,,,
2722,FDUSD,TAO,-7.11,0.00,1.00,0.00,0.02,0.01,,,,,,,,,,,,,,,,
2345,ENA,LDO,-1.44,0.78,0.43,-0.09,0.02,0.01,,,,,,,,,,,,,,,,
4826,TAO,XLM,-1.58,0.73,50.03,2166.64,0.02,0.01,,,,,,,,,,,,,,,,
2859,FIL,USDC,-1.45,0.78,1959.99,-1954.44,0.02,0.01,,,,,,,,,,,,,,,,
568,AR,USDC,-1.19,0.86,14715.93,-14697.68,0.02,0.01,,,,,,,,,,,,,,,,
3509,IMX,USDD,-1.37,0.81,24.09,-22.44,0.02,0.01,,,,,,,,,,,,,,,,
1370,BONK,USDD,-1.58,0.73,0.00,0.00,0.02,0.01,,,,,,,,,,,,,,,,
3858,LEO,USDC,-0.51,0.96,967.85,-963.17,0.02,0.01,,,,,,,,,,,,,,,,
4834,THETA,USDC,-1.56,0.74,800.68,-799.23,0.02,0.01,,,,,,,,,,,,,,,,
2703,FDUSD,OKB,-7.09,0.00,1.00,0.00,0.02,0.01,,,,,,,,,,,,,,,,
1998,DAI,RON,-3.44,0.04,1.00,0.00,0.02,0.01,,,,,,,,,,,,,,,,
2923,FLOKI,USDC,-1.58,0.73,0.09,-0.09,0.02,0.01,,,,,,,,,,,,,,,,
4931,WIF,XLM,-1.31,0.83,2.77,-14.34,0.02,0.01,,,,,,,,,,,,,,,,
4729,SHIB,USDC,-1.78,0.64,0.01,-0.01,0.02,0.01,,,,,,,,,,,,,,,,
4933,WIF,XRP,-1.25,0.84,2.75,-2.99,0.02,0.01,,,,,,,,,,,,,,,,
2269,EGLD,JASMY,-1.15,0.87,41.26,185.02,0.02,0.01,,,,,,,,,,,,,,,,
1642,BTT,FDUSD,-1.54,0.75,0.00,0.00,0.02,0.01,,,,,,,,,,,,,,,,
3295,GT,XRP,-1.28,0.83,7.76,-3.93,0.02,0.01,,,,,,,,,,,,,,,,
2675,FDUSD,FLOW,-7.02,0.00,1.00,0.00,0.02,0.01,,,,,,,,,,,,,,,,
3143,GALA,NOT,-1.59,0.73,0.03,0.36,0.02,0.01,,,,,,,,,,,,,,,,
2107,DOT,FDUSD,-1.41,0.79,-154.98,161.41,0.02,0.01,,,,,,,,,,,,,,,,
1910,CRO,NOT,-1.62,0.71,0.09,0.78,0.02,0.01,,,,,,,,,,,,,,,,
3615,JASMY,USDT,-0.99,0.91,2.29,-2.28,0.02,0.01,,,,,,,,,,,,,,,,
2455,ENS,USDD,-0.91,0.92,-145.14,160.64,0.02,0.01,,,,,,,,,,,,,,,,
3723,KAS,XRP,-0.85,0.93,0.05,0.09,0.02,0.01,,,,,,,,,,,,,,,,
2595,ETC,USDT,-1.39,0.80,-1345.16,1368.31,0.02,0.01,,,,,,,,,,,,,,,,
1972,DAI,JUP,-3.44,0.04,1.00,0.00,0.02,0.01,,,,,,,,,,,,,,,,
1673,BTT,NOT,-1.81,0.63,0.00,0.00,0.02,0.01,,,,,,,,,,,,,,,,
2454,ENS,USDC,-1.20,0.86,6546.99,-6531.92,0.02,0.01,,,,,,,,,,,,,,,,
4319,NOT,XTZ,-1.73,0.66,0.00,0.00,0.02,0.01,,,,,,,,,,,,,,,,
4243,NEO,XLM,-1.50,0.76,7.86,36.21,0.02,0.01,,,,,,,,,,,,,,,,
3350,HBAR,XLM,-2.06,0.50,0.05,0.25,0.02,0.01,,,,,,,,,,,,,,,,
2709,FDUSD,PEPE,-7.15,0.00,1.00,-39.52,0.02,0.01,,,,,,,,,,,,,,,,
1537,BSV,USDD,-1.82,0.62,568.16,-510.75,0.02,0.01,,,,,,,,,,,,,,,,
3967,MANA,NOT,-1.80,0.63,0.44,-2.64,0.01,0.01,,,,,,,,,,,,,,,,
4444,OP,USDD,-1.59,0.72,24.08,-21.76,0.01,0.01,,,,,,,,,,,,,,,,
4896,USDC,USDT,-5.54,0.00,0.97,0.03,0.01,0.01,,,,,,,,,,,,,,,,
2498,EOS,NOT,-1.81,0.62,0.76,-3.60,0.01,0.01,,,,,,,,,,,,,,,,
2673,FDUSD,FIL,-7.01,0.00,1.00,0.00,0.01,0.01,,,,,,,,,,,,,,,,
4411,ONDO,USDC,-0.32,0.97,422.44,-422.06,0.01,0.01,,,,,,,,,,,,,,,,
551,AR,QNT,-1.01,0.90,5.22,0.12,0.01,0.01,,,,,,,,,,,,,,,,
1968,DAI,ICP,-3.51,0.03,1.00,0.00,0.01,0.01,,,,,,,,,,,,,,,,
4142,MOG,QNT,-0.17,0.98,0.00,0.00,0.01,0.01,,,,,,,,,,,,,,,,
417,APT,FDUSD,-1.65,0.70,-224.69,233.22,0.01,0.01,,,,,,,,,,,,,,,,
723,ATOM,MOG,-1.28,0.84,8.87,489061.12,0.01,0.01,,,,,,,,,,,,,,,,
2379,ENA,TIA,-1.45,0.78,0.17,0.01,0.01,0.01,,,,,,,,,,,,,,,,
4640,RON,USDD,-1.30,0.83,28.60,-26.77,0.01,0.01,,,,,,,,,,,,,,,,
4614,RNDR,USDC,-1.23,0.85,3169.44,-3163.87,0.01,0.01,,,,,,,,,,,,,,,,
1722,CFX,FDUSD,-1.78,0.64,-6.56,6.77,0.01,0.01,,,,,,,,,,,,,,,,
2249,EGLD,ENA,-1.36,0.81,44.47,-4.31,0.01,0.01,,,,,,,,,,,,,,,,
935,AXS,USDD,-2.05,0.50,49.43,-42.60,0.01,0.01,,,,,,,,,,,,,,,,
956,BCH,DAI,-1.45,0.78,-50646.08,50969.52,0.01,0.01,,,,,,,,,,,,,,,,
2003,DAI,SOL,-3.33,0.05,1.00,0.00,0.01,0.01,,,,,,,,,,,,,,,,
1962,DAI,FTM,-3.34,0.05,1.00,0.00,0.01,0.01,,,,,,,,,,,,,,,,
3867,LEO,XRP,-0.98,0.91,5.68,-1.88,0.01,0.01,,,,,,,,,,,,,,,,
1054,BEAM,FDUSD,-1.67,0.69,-1.02,1.03,0.01,0.01,,,,,,,,,,,,,,,,
31,AAVE,FDUSD,-2.14,0.45,-1560.87,1650.68,0.01,0.01,,,,,,,,,,,,,,,,
1954,DAI,ETC,-3.45,0.04,1.00,0.00,0.01,0.01,,,,,,,,,,,,,,,,
2593,ETC,USDC,-1.37,0.81,5560.07,-5536.64,0.01,0.01,,,,,,,,,,,,,,,,
2731,FDUSD,VET,-7.10,0.00,1.00,0.02,0.01,0.01,,,,,,,,,,,,,,,,
4012,MATIC,OM,-1.15,0.87,0.74,0.06,0.01,0.01,,,,,,,,,,,,,,,,
4210,NEO,NOT,-1.43,0.79,11.99,79.92,0.01,0.01,,,,,,,,,,,,,,,,
4596,QNT,XMR,-1.57,0.73,119.23,-0.10,0.01,0.01,,,,,,,,,,,,,,,,
4709,SEI,USDD,-1.59,0.73,6.54,-6.14,0.01,0.01,,,,,,,,,,,,,,,,
641,ARB,PENDLE,-0.97,0.91,1.21,0.02,0.01,0.01,,,,,,,,,,,,,,,,
2698,FDUSD,MOG,-7.11,0.00,1.00,-371.98,0.01,0.01,,,,,,,,,,,,,,,,
